dim	mo	k	n	amount	rem	act
goods	2026-06	1372	1	1490.00	1112.00	1
goods	2026-06	1373	1	1748.00	1391.00	1
goods	2026-06	1380	2	4410.30	3660.30	2
goods	2026-06	1386	4	11951.00	10014.00	4
goods	2026-06	139377	1	3430.00	2261.00	1
goods	2026-06	1398	1	1340.00	910.00	1
goods	2026-06	1403	1	1840.00	1456.00	1
goods	2026-06	1417	1	512.00	448.00	1
goods	2026-06	142258	8	12941.00	10385.00	8
goods	2026-06	142260	7	12862.36	10422.04	7
goods	2026-06	1435	1	310.00	150.00	1
goods	2026-06	1453	1	1360.00	1080.00	1
goods	2026-06	1454	3	5215.59	4071.59	3
goods	2026-06	1458	2	810.00	677.00	2
goods	2026-06	1467	2	2951.00	2040.66	2
goods	2026-06	1471	6	6835.00	5049.00	6
goods	2026-06	1472	4	2274.00	1788.25	4
goods	2026-06	1473	3	2157.17	1878.91	3
goods	2026-06	1474	1	4540.00	3616.00	1
goods	2026-06	1476	2	3918.00	2856.00	2
goods	2026-06	1478	3	7945.27	6195.27	3
goods	2026-06	1479	2	5355.00	4160.00	2
goods	2026-06	1484	1	2610.00	2008.00	1
goods	2026-06	1513	1	1510.00	1168.00	1
goods	2026-06	1514	1	1779.00	1398.00	1
goods	2026-06	1523	2	3100.00	2778.00	2
goods	2026-06	1527	1	590.00	377.00	1
goods	2026-06	1528	1	1890.00	1840.00	1
goods	2026-06	153	4	980.00	466.00	4
goods	2026-06	1545	4	4919.88	4264.94	4
goods	2026-06	1546	1	1890.00	1285.97	1
goods	2026-06	1549	4	5037.00	3543.00	4
goods	2026-06	1550	1	1884.00	1250.00	1
goods	2026-06	1551	1	2150.00	1680.00	1
goods	2026-06	1557	1	1472.00	1140.00	1
goods	2026-06	1559	1	1150.00	880.00	1
goods	2026-06	156	1	360.00	210.00	1
goods	2026-06	1566	1	550.00	378.00	1
goods	2026-06	1567	2	560.00	400.00	2
goods	2026-06	1593	2	4900.00	4700.00	2
goods	2026-06	1596	2	3304.00	1764.00	2
goods	2026-06	1597	4	6226.80	4878.70	4
goods	2026-06	160	1	560.00	330.00	1
goods	2026-06	1618	1	1051.00	808.00	1
goods	2026-06	1640	1	770.00	600.00	1
goods	2026-06	1646	1	1180.00	0.00	0
goods	2026-06	1651	1	460.00	360.00	1
goods	2026-06	1660	2	4316.00	3156.00	2
goods	2026-06	1662	3	6345.00	4427.00	3
goods	2026-06	1663	1	1680.00	1467.00	1
goods	2026-06	1669	2	6300.00	5270.00	2
goods	2026-06	1671	1	5950.00	4360.00	1
goods	2026-06	1673	1	1700.00	1600.00	1
goods	2026-06	1724	1	550.00	432.00	1
goods	2026-06	1727	1	1768.00	1169.00	1
goods	2026-06	1742	1	910.00	602.00	1
goods	2026-06	1751	1	1100.00	828.00	1
goods	2026-06	1752	2	1920.00	1512.00	2
goods	2026-06	1753	1	560.00	400.00	1
goods	2026-06	1768	1	250.00	160.00	1
goods	2026-06	1799	2	2800.00	2260.00	2
goods	2026-06	1809	1	330.00	240.00	1
goods	2026-06	1861	1	570.00	513.00	1
goods	2026-06	1883	1	2420.00	1808.00	1
goods	2026-06	1884	2	9170.00	7176.00	2
goods	2026-06	1885	2	3368.76	2430.92	2
goods	2026-06	1893	1	480.00	368.00	1
goods	2026-06	1906	1	444.00	300.00	1
goods	2026-06	19088	1	1020.00	707.00	1
goods	2026-06	1919	1	1300.00	863.00	1
goods	2026-06	1920	4	7707.00	6233.00	4
goods	2026-06	1921	1	1490.00	1152.00	1
goods	2026-06	1966	2	2436.67	1976.11	2
goods	2026-06	1970	1	268.00	189.00	1
goods	2026-06	1975	2	1577.00	1155.00	2
goods	2026-06	1977	1	1448.00	1135.00	1
goods	2026-06	1991	1	1380.00	945.00	1
goods	2026-06	1992	1	290.00	188.00	1
goods	2026-06	1994	1	1664.00	1295.00	1
goods	2026-06	1998	1	1510.00	1200.00	1
goods	2026-06	1999	1	3820.00	3720.00	1
goods	2026-06	2004	9	8411.00	6972.00	9
goods	2026-06	2007	1	1277.14	991.57	1
goods	2026-06	2008	1	1100.00	763.00	1
goods	2026-06	2021	2	744.00	450.00	2
goods	2026-06	2025	1	508.00	342.00	1
goods	2026-06	2037	1	1740.00	1186.00	1
goods	2026-06	2051	1	5790.00	5031.00	1
goods	2026-06	2055	1	1020.00	800.00	1
goods	2026-06	20591	1	780.00	613.00	1
goods	2026-06	20805	1	1920.00	1456.00	1
goods	2026-06	21003	1	610.00	480.00	1
goods	2026-06	21036	2	780.00	304.00	1
goods	2026-06	2124	1	2020.00	1400.00	1
goods	2026-06	2125	7	5774.78	4481.39	7
goods	2026-06	2127	4	2789.53	2176.94	4
goods	2026-06	2129	1	1345.00	915.00	1
goods	2026-06	2140	2	1596.06	690.03	2
goods	2026-06	2142	2	3760.00	2686.00	2
goods	2026-06	2153	1	1210.00	928.00	1
goods	2026-06	2160	3	1200.00	925.00	3
goods	2026-06	2164	2	2081.00	1675.00	2
goods	2026-06	2169	1	860.00	668.00	1
goods	2026-06	2170	4	3437.26	2292.26	4
goods	2026-06	2176	3	1618.19	1044.19	3
goods	2026-06	2183	1	829.82	698.66	1
goods	2026-06	223	1	938.00	815.00	1
goods	2026-06	2244	3	3567.49	2805.00	3
goods	2026-06	2245	4	4882.00	4133.00	4
goods	2026-06	2246	9	11267.35	9472.81	9
goods	2026-06	2247	8	10235.39	8106.79	8
goods	2026-06	2271	1	880.00	696.00	1
goods	2026-06	2272	2	2540.00	2080.00	2
goods	2026-06	2273	1	3264.61	2268.84	1
goods	2026-06	2275	1	3030.00	2051.00	1
goods	2026-06	229	1	438.12	351.56	1
goods	2026-06	231	12	14655.02	11306.98	12
goods	2026-06	232	7	6591.00	5275.00	7
goods	2026-06	2345	1	570.00	495.00	1
goods	2026-06	2346	1	2650.00	2340.00	1
goods	2026-06	235	11	18461.18	14563.18	11
goods	2026-06	236	3	5852.00	4858.00	3
goods	2026-06	241	1	2180.00	1953.00	1
goods	2026-06	2413	1	2469.80	1896.00	1
goods	2026-06	2434	1	2140.00	1632.00	1
goods	2026-06	24430	2	759.00	612.00	2
goods	2026-06	24439	2	1201.00	930.00	2
goods	2026-06	245	1	1662.00	1424.00	1
goods	2026-06	24760	3	4025.00	3174.00	3
goods	2026-06	24784	1	450.00	148.00	1
goods	2026-06	24785	1	811.00	704.00	1
goods	2026-06	24787	2	900.00	738.00	2
goods	2026-06	24791	1	1397.00	1070.00	1
goods	2026-06	248	1	460.00	360.00	1
goods	2026-06	2481	4	4557.00	3749.00	4
goods	2026-06	2489	111	162219.50	125903.82	109
goods	2026-06	2491	1	1558.00	1239.00	1
goods	2026-06	2492	1	630.00	488.00	1
goods	2026-06	2495	1	660.00	576.00	1
goods	2026-06	2498	1	860.00	588.00	1
goods	2026-06	2509	2	2720.00	2104.00	2
goods	2026-06	2510	5	3252.00	2481.00	5
goods	2026-06	2512	3	2630.00	2209.00	3
goods	2026-06	2514	1	1043.00	834.00	1
goods	2026-06	2515	2	2311.72	1271.84	2
goods	2026-06	2520	1	1690.00	1590.00	1
goods	2026-06	25267	2	2960.00	1981.00	2
goods	2026-06	2529	4	2210.00	1436.00	4
goods	2026-06	2530	6	5877.00	4857.00	6
goods	2026-06	2537	1	1436.00	987.00	1
goods	2026-06	2540	2	1640.00	1296.00	2
goods	2026-06	2543	1	890.00	701.00	1
goods	2026-06	2568	1	1500.00	1175.00	1
goods	2026-06	2569	1	1149.88	879.94	1
goods	2026-06	2574	1	719.56	629.56	1
goods	2026-06	2605	1	360.00	315.00	1
goods	2026-06	2607	3	3000.00	2228.00	3
goods	2026-06	268	1	330.00	100.00	1
goods	2026-06	271	1	1330.00	1040.00	1
goods	2026-06	288	1	2150.00	1911.00	1
goods	2026-06	289	1	2693.00	2160.00	1
goods	2026-06	30813	1	710.00	630.00	1
goods	2026-06	310	1	630.00	400.00	1
goods	2026-06	313	4	4844.00	3406.00	4
goods	2026-06	32689	1	1080.00	784.00	1
goods	2026-06	33075	6	5667.35	3806.00	5
goods	2026-06	333	5	2705.00	1791.00	5
goods	2026-06	341	7	10476.00	7417.00	7
goods	2026-06	342	2	2900.00	2100.00	2
goods	2026-06	34208	1	1676.00	1302.00	1
goods	2026-06	343	1	3330.00	2656.00	1
goods	2026-06	346	2	780.00	600.00	2
goods	2026-06	356	1	560.00	440.00	1
goods	2026-06	357	1	2257.00	1768.00	1
goods	2026-06	362	1	260.00	250.00	1
goods	2026-06	36347	1	1020.00	776.00	1
goods	2026-06	36590	1	1108.00	807.00	1
goods	2026-06	367	4	4855.50	3640.54	4
goods	2026-06	369	1	1639.00	1475.00	1
goods	2026-06	3692	1	728.91	490.00	1
goods	2026-06	3745	11	14688.00	10851.00	11
goods	2026-06	3748	20	26345.96	20555.96	20
goods	2026-06	38305	1	1860.00	1472.00	1
goods	2026-06	3831	8	6177.52	5154.36	8
goods	2026-06	38327	9	8193.17	6223.45	9
goods	2026-06	38505	1	460.00	360.00	1
goods	2026-06	38529	1	290.00	216.00	1
goods	2026-06	38561	2	860.00	672.00	2
goods	2026-06	38562	1	429.00	293.00	1
goods	2026-06	38583	1	555.00	490.00	1
goods	2026-06	38601	1	1150.00	733.70	1
goods	2026-06	38608	1	488.71	374.71	1
goods	2026-06	38652	1	660.00	585.00	1
goods	2026-06	3868	1	320.00	248.00	1
goods	2026-06	3870	1	1441.30	977.60	1
goods	2026-06	3876	1	3828.00	3265.00	1
goods	2026-06	38761	1	460.00	360.00	1
goods	2026-06	38857	10	17759.00	14494.00	10
goods	2026-06	3893	14	12989.00	9923.52	14
goods	2026-06	39090	1	998.00	686.00	1
goods	2026-06	39175	1	899.18	679.59	1
goods	2026-06	39176	2	1832.00	1389.00	2
goods	2026-06	39179	2	3814.28	3027.64	2
goods	2026-06	39180	1	850.00	681.00	1
goods	2026-06	39182	2	1980.00	1354.00	2
goods	2026-06	39183	1	1449.00	1305.00	1
goods	2026-06	39404	1	2640.00	2440.00	1
goods	2026-06	39469	1	1020.00	700.00	1
goods	2026-06	39470	1	1200.00	805.00	1
goods	2026-06	39590	1	300.00	224.00	1
goods	2026-06	39640	3	1636.00	1257.00	3
goods	2026-06	39642	2	860.00	526.00	2
goods	2026-06	39643	1	470.00	360.00	1
goods	2026-06	39644	1	470.00	360.00	1
goods	2026-06	39645	5	3090.00	2400.00	5
goods	2026-06	39649	4	2481.00	1833.00	4
goods	2026-06	39650	4	3743.21	2891.21	4
goods	2026-06	39651	1	790.00	693.00	1
goods	2026-06	39654	1	990.00	776.00	1
goods	2026-06	39655	2	2850.00	2268.00	2
goods	2026-06	39657	4	3859.00	3249.61	4
goods	2026-06	39658	2	2388.60	1848.50	2
goods	2026-06	39663	3	3240.00	2663.00	3
goods	2026-06	39664	7	11800.00	9035.00	7
goods	2026-06	39665	14	23695.23	19422.38	14
goods	2026-06	39666	3	5100.00	4125.00	3
goods	2026-06	39667	3	4456.00	3725.00	3
goods	2026-06	39668	6	9280.76	7032.76	6
goods	2026-06	39677	6	11659.16	9880.58	6
goods	2026-06	39678	4	7553.00	5942.00	4
goods	2026-06	39698	1	1953.00	1736.00	1
goods	2026-06	39707	3	2454.00	1830.00	3
goods	2026-06	39709	2	1034.00	659.00	2
goods	2026-06	39710	1	519.00	343.00	1
goods	2026-06	39711	2	1340.00	990.00	2
goods	2026-06	39713	4	1916.96	1401.48	4
goods	2026-06	39715	4	2750.24	2013.62	4
goods	2026-06	39716	1	559.00	377.00	1
goods	2026-06	39717	3	1653.00	1319.00	3
goods	2026-06	39720	9	14786.82	10232.91	8
goods	2026-06	39721	7	11685.00	10003.12	7
goods	2026-06	39723	7	10396.00	8051.00	7
goods	2026-06	39739	1	1000.00	784.00	1
goods	2026-06	39740	1	1240.00	1080.00	1
goods	2026-06	39780	1	1630.00	1600.00	1
goods	2026-06	39797	1	2039.00	1287.00	1
goods	2026-06	39828	1	1188.00	871.00	1
goods	2026-06	39927	1	700.00	552.00	1
goods	2026-06	39935	1	2001.00	1370.00	1
goods	2026-06	39951	1	2540.00	1952.00	1
goods	2026-06	39999	1	786.00	679.00	1
goods	2026-06	401	1	1690.00	1344.00	1
goods	2026-06	40147	1	408.00	260.00	1
goods	2026-06	40219	5	3532.00	2203.00	4
goods	2026-06	40252	1	3530.00	3380.00	1
goods	2026-06	40255	1	1400.00	945.00	1
goods	2026-06	40294	1	3125.00	2480.00	1
goods	2026-06	40299	1	2410.00	1920.00	1
goods	2026-06	40341	7	7399.62	4379.89	6
goods	2026-06	40347	1	550.00	432.00	1
goods	2026-06	40353	1	630.00	427.00	1
goods	2026-06	40356	1	1430.00	1128.00	1
goods	2026-06	40362	1	1120.00	897.00	1
goods	2026-06	40363	2	4516.66	4227.00	2
goods	2026-06	40364	1	2860.00	2240.00	1
goods	2026-06	40365	2	1978.00	1787.00	2
goods	2026-06	40372	1	2680.00	2340.00	1
goods	2026-06	40373	1	1820.00	1548.00	1
goods	2026-06	40379	3	2593.00	1873.00	3
goods	2026-06	40380	1	1120.00	714.00	1
goods	2026-06	40464	3	2579.00	2091.00	3
goods	2026-06	40466	2	2100.00	1700.00	2
goods	2026-06	40467	2	2220.00	1650.00	2
goods	2026-06	40469	2	2077.00	1615.00	2
goods	2026-06	40471	1	1068.00	840.00	1
goods	2026-06	40472	3	1392.48	1193.48	3
goods	2026-06	40473	1	1500.00	1260.00	1
goods	2026-06	40492	2	1124.00	769.00	2
goods	2026-06	40657	1	590.00	448.00	1
goods	2026-06	40668	1	194.00	132.00	1
goods	2026-06	4087	2	6377.00	4621.11	2
goods	2026-06	4088	8	25368.08	21027.77	8
goods	2026-06	40898	1	788.00	646.00	1
goods	2026-06	410	5	12797.22	10498.22	5
goods	2026-06	41189	1	460.00	355.00	1
goods	2026-06	41192	4	2309.00	1698.00	4
goods	2026-06	41193	1	460.00	405.00	1
goods	2026-06	41197	1	520.00	500.00	1
goods	2026-06	41202	1	419.71	328.70	1
goods	2026-06	41225	1	286.00	188.00	1
goods	2026-06	414	1	1008.00	782.00	1
goods	2026-06	41444	1	370.00	280.00	1
goods	2026-06	41451	2	4041.00	3401.00	2
goods	2026-06	41460	1	2020.00	1576.00	1
goods	2026-06	41532	1	1570.00	1216.00	1
goods	2026-06	41538	1	1110.00	770.00	1
goods	2026-06	41539	1	720.00	560.00	1
goods	2026-06	41540	1	2230.00	1680.00	1
goods	2026-06	41542	1	1829.16	1439.58	1
goods	2026-06	41543	4	1515.00	1081.00	4
goods	2026-06	41544	2	734.00	530.00	2
goods	2026-06	41547	1	280.00	69.00	1
goods	2026-06	41549	1	580.00	456.00	1
goods	2026-06	41551	1	864.00	672.00	1
goods	2026-06	41591	6	8019.61	5996.61	6
goods	2026-06	41610	2	930.36	777.12	2
goods	2026-06	422	1	1980.00	1504.00	1
goods	2026-06	424	1	3026.00	2340.00	1
goods	2026-06	425	1	1330.00	1152.00	1
goods	2026-06	42553	1	470.00	322.00	1
goods	2026-06	42570	1	308.00	240.00	1
goods	2026-06	426	2	2194.00	1716.00	2
goods	2026-06	427	1	960.00	752.00	1
goods	2026-06	430	3	10843.00	8029.00	3
goods	2026-06	43055	4	1500.00	1092.00	4
goods	2026-06	434	4	8467.20	6813.20	4
goods	2026-06	4349	2	1889.00	1216.00	2
goods	2026-06	44733	2	1440.00	1303.00	2
goods	2026-06	44737	1	196.00	88.00	1
goods	2026-06	456	1	560.00	495.00	1
goods	2026-06	45904	2	5069.00	4088.00	2
goods	2026-06	45905	1	1280.00	1000.00	1
goods	2026-06	45909	2	5459.83	4199.83	2
goods	2026-06	477	1	1220.00	1080.00	1
goods	2026-06	481	2	3842.00	2620.00	2
goods	2026-06	486	1	270.00	213.00	1
goods	2026-06	48879	2	6130.00	5388.00	2
goods	2026-06	489	1	410.00	280.00	1
goods	2026-06	491	1	480.00	360.00	1
goods	2026-06	492	1	930.00	728.00	1
goods	2026-06	494	1	370.00	245.00	1
goods	2026-06	49400	1	2897.68	2197.68	1
goods	2026-06	49959	1	2589.00	1630.00	1
goods	2026-06	50218	1	1210.00	952.00	1
goods	2026-06	5028	1	1556.00	1400.00	1
goods	2026-06	51160	2	7170.00	5256.00	2
goods	2026-06	51165	4	8897.29	7234.00	4
goods	2026-06	514	1	154.00	0.00	0
goods	2026-06	51602	2	940.00	879.00	2
goods	2026-06	51710	2	1319.00	994.00	2
goods	2026-06	51711	2	1760.00	1368.00	2
goods	2026-06	51715	1	1510.00	1480.00	1
goods	2026-06	51719	1	619.62	360.00	1
goods	2026-06	51720	1	1300.00	1024.00	1
goods	2026-06	51721	3	5266.86	4012.93	3
goods	2026-06	51723	2	3275.47	2555.99	2
goods	2026-06	51726	1	1290.00	1190.00	1
goods	2026-06	51727	2	3550.00	2901.00	2
goods	2026-06	51761	1	1633.00	1274.00	1
goods	2026-06	521	1	2320.00	1750.00	1
goods	2026-06	53495	1	1140.00	1008.00	1
goods	2026-06	53496	3	5820.00	3616.00	2
goods	2026-06	53499	2	1270.00	836.00	2
goods	2026-06	537	2	2910.00	2565.00	2
goods	2026-06	549	1	301.00	199.00	1
goods	2026-06	56650	1	2790.00	2160.00	1
goods	2026-06	57478	1	378.00	221.00	1
goods	2026-06	58069	1	1000.00	980.00	1
goods	2026-06	58073	2	2760.00	2176.00	2
goods	2026-06	58382	1	570.00	550.00	1
goods	2026-06	58903	1	730.00	576.00	1
goods	2026-06	597	1	2347.00	1879.00	1
goods	2026-06	598	2	5800.00	4470.00	2
goods	2026-06	61094	1	610.00	480.00	1
goods	2026-06	611	1	1010.00	800.00	1
goods	2026-06	61545	1	867.60	678.80	1
goods	2026-06	622	1	1440.00	800.00	1
goods	2026-06	630	5	6290.00	4974.00	5
goods	2026-06	631	3	3014.00	2217.00	3
goods	2026-06	64146	1	1780.00	1680.00	1
goods	2026-06	64153	1	680.00	585.00	1
goods	2026-06	644	6	21337.62	17640.62	6
goods	2026-06	646	1	250.00	192.00	1
goods	2026-06	648	1	250.00	192.00	1
goods	2026-06	649	2	4660.00	4052.00	2
goods	2026-06	650	1	3297.72	2968.72	1
goods	2026-06	652	1	1140.00	770.00	1
goods	2026-06	654	1	1840.00	1620.00	1
goods	2026-06	658	1	1260.00	1259.00	1
goods	2026-06	660	1	2003.00	1375.00	1
goods	2026-06	662	1	810.00	780.00	1
goods	2026-06	67634	1	510.00	450.00	1
goods	2026-06	679	1	710.00	560.00	1
goods	2026-06	685	2	2890.00	2448.00	2
goods	2026-06	68728	1	4630.00	3544.00	1
goods	2026-06	688	1	2507.93	1965.93	1
goods	2026-06	697	1	1789.86	1375.86	1
goods	2026-06	703	2	2256.33	1922.33	2
goods	2026-06	70320	1	2206.00	1720.00	1
goods	2026-06	704	3	3890.06	3019.38	3
goods	2026-06	707	1	1360.00	945.00	1
goods	2026-06	709	2	1730.38	1388.69	2
goods	2026-06	719	3	4172.54	3334.54	3
goods	2026-06	720	2	3760.00	2719.00	2
goods	2026-06	722	1	610.00	400.00	1
goods	2026-06	726	2	1523.00	1118.00	2
goods	2026-06	737	1	1930.00	1800.00	1
goods	2026-06	747	2	1882.00	1360.00	2
goods	2026-06	766	1	940.00	744.00	1
goods	2026-06	773	1	1327.92	983.96	1
goods	2026-06	783	1	1830.00	1440.00	1
goods	2026-06	787	5	3538.00	2495.00	5
goods	2026-06	800	1	470.00	460.00	1
goods	2026-06	816	3	3764.48	2930.74	3
goods	2026-06	818	2	4176.80	3183.90	2
goods	2026-06	822	1	1380.00	1024.00	1
goods	2026-06	826	1	3080.00	2135.00	1
goods	2026-06	832	2	1460.00	1288.00	2
goods	2026-06	833	2	1730.00	1312.00	2
goods	2026-06	843	1	943.00	759.00	1
goods	2026-06	852	1	580.00	448.00	1
goods	2026-06	858	1	510.00	0.00	0
goods	2026-06	860	2	1123.00	1005.00	2
goods	2026-06	862	4	2470.00	1806.00	4
goods	2026-06	866	3	4439.44	3665.44	3
goods	2026-06	868	2	7290.00	6246.00	2
goods	2026-06	872	1	710.00	560.00	1
goods	2026-06	876	6	4905.00	3421.00	6
goods	2026-06	880	2	2290.00	1750.00	2
goods	2026-06	884	1	1104.00	928.00	1
goods	2026-06	888	1	1070.00	816.00	1
goods	2026-06	890	2	2318.00	1814.00	2
goods	2026-06	891	1	1257.00	990.00	1
goods	2026-06	893	1	1390.00	1032.00	1
goods	2026-06	897	1	1635.00	1269.00	1
goods	2026-06	898	1	1780.00	1602.00	1
goods	2026-06	900	2	1808.08	1247.88	2
goods	2026-06	902	1	1770.00	1376.00	1
goods	2026-06	905	1	1778.00	1344.00	1
goods	2026-06	910	2	1680.00	1401.00	2
goods	2026-06	913	1	620.00	480.00	1
goods	2026-06	921	4	4947.00	3837.00	4
goods	2026-06	928	2	4349.00	3536.00	2
goods	2026-06	931	1	6310.00	4648.00	1
goods	2026-06	938	1	1220.00	960.00	1
goods	2026-06	942	1	1110.00	880.00	1
goods	2026-06	954	2	1389.00	1087.00	2
goods	2026-06	977	1	1100.00	1090.00	1
goods	2026-06	986	2	1055.00	922.00	2
goods	2026-06	989	1	1540.00	1200.00	1
goods	2026-06	991	1	507.00	390.00	1
goods	2026-07	1006	1	1460.00	1269.00	1
goods	2026-07	1008	2	2280.00	1862.00	2
goods	2026-07	1010	2	3060.00	2609.00	2
goods	2026-07	101124	1	510.00	450.00	1
goods	2026-07	101126	1	1100.00	945.00	1
goods	2026-07	101129	1	1620.00	1440.00	1
goods	2026-07	1031	1	1300.00	1080.00	1
goods	2026-07	1035	1	900.00	696.00	1
goods	2026-07	1066	1	2212.00	1735.00	1
goods	2026-07	1067	3	9199.00	6307.00	3
goods	2026-07	10682	2	1530.00	1268.00	2
goods	2026-07	10683	4	4122.60	3647.30	4
goods	2026-07	1069	2	4540.00	3987.00	2
goods	2026-07	10694	1	2010.00	1910.00	1
goods	2026-07	10695	1	910.00	900.00	1
goods	2026-07	10729	1	1089.54	866.54	1
goods	2026-07	1086	8	7290.14	5717.14	8
goods	2026-07	1089	1	1098.00	879.00	1
goods	2026-07	1128	1	1240.00	1080.00	1
goods	2026-07	1155	1	330.00	275.00	1
goods	2026-07	1177	1	1966.00	1574.00	1
goods	2026-07	1179	1	1449.00	1295.00	1
goods	2026-07	1180	1	2110.00	1881.00	1
goods	2026-07	1185	2	4080.00	3600.00	2
goods	2026-07	1186	1	2139.00	1465.00	1
goods	2026-07	1189	1	2500.00	2070.00	1
goods	2026-07	1190	3	1971.00	1110.00	2
goods	2026-07	1191	7	4675.62	3519.62	6
goods	2026-07	1192	1	700.00	621.00	1
goods	2026-07	1193	2	1420.00	1269.00	2
goods	2026-07	1201	2	880.00	764.00	2
goods	2026-07	1206	1	340.00	270.00	1
goods	2026-07	1211	1	1670.00	1458.00	1
goods	2026-07	1229	2	746.00	657.00	2
goods	2026-07	1234	1	480.00	353.00	1
goods	2026-07	1236	2	2240.00	2045.00	2
goods	2026-07	1247	1	1790.00	1530.00	1
goods	2026-07	1254	2	3474.00	3081.00	2
goods	2026-07	1271	1	756.00	670.00	1
goods	2026-07	1272	1	1260.00	1080.00	1
goods	2026-07	1273	1	570.00	450.00	1
goods	2026-07	1275	2	500.00	376.00	2
goods	2026-07	1276	1	420.00	320.00	1
goods	2026-07	1280	1	249.00	215.00	1
goods	2026-07	130	1	440.00	360.00	1
goods	2026-07	13218	17	14004.76	12413.60	17
goods	2026-07	1336	1	4220.00	3377.00	1
goods	2026-07	1350	1	509.62	440.62	1
goods	2026-07	1356	1	340.00	297.00	1
goods	2026-07	1360	1	710.00	552.00	1
goods	2026-07	1366	3	950.00	804.00	3
goods	2026-07	1370	1	1760.00	1530.00	1
goods	2026-07	1372	1	1488.90	1258.90	1
goods	2026-07	1373	1	1450.00	1120.00	1
goods	2026-07	1378	1	3390.00	3090.00	1
goods	2026-07	1382	1	1500.00	1450.00	1
goods	2026-07	1386	1	2990.00	2310.00	1
goods	2026-07	142260	1	1620.00	1600.00	1
goods	2026-07	1435	1	310.00	240.00	1
goods	2026-07	145	1	480.00	414.00	1
goods	2026-07	1458	1	310.00	270.00	1
goods	2026-07	1471	5	5700.00	4676.00	5
goods	2026-07	1472	4	2960.00	2737.00	4
goods	2026-07	1473	5	3869.00	3325.00	5
goods	2026-07	1474	1	4539.00	3472.00	1
goods	2026-07	1475	1	1700.00	1494.00	1
goods	2026-07	1476	2	3722.00	3295.00	2
goods	2026-07	1478	1	2590.00	2490.00	1
goods	2026-07	1479	3	8060.00	6609.00	3
goods	2026-07	1480	1	510.00	440.00	1
goods	2026-07	1513	1	1360.00	1170.00	1
goods	2026-07	1515	1	2320.00	1998.00	1
goods	2026-07	1516	1	279.00	235.00	1
goods	2026-07	1527	1	550.00	540.00	1
goods	2026-07	1528	1	1890.00	1620.00	1
goods	2026-07	1541	1	320.00	279.00	1
goods	2026-07	1543	2	3027.00	2466.00	2
goods	2026-07	1545	3	3770.00	3258.00	3
goods	2026-07	1546	2	3780.00	3501.00	2
goods	2026-07	1563	3	801.00	610.00	3
goods	2026-07	1567	1	370.00	288.00	1
goods	2026-07	1591	1	1070.00	840.00	1
goods	2026-07	1596	2	2400.00	2106.00	2
goods	2026-07	1597	6	8846.00	7656.00	6
goods	2026-07	1602	1	659.00	584.00	1
goods	2026-07	1606	1	627.00	490.00	1
goods	2026-07	1644	2	3220.00	3005.00	2
goods	2026-07	1646	1	1033.00	920.00	1
goods	2026-07	1651	1	690.00	612.00	1
goods	2026-07	1656	1	2950.00	2610.00	1
goods	2026-07	1659	2	4850.00	4239.00	2
goods	2026-07	1660	2	4320.00	3600.00	2
goods	2026-07	1662	1	1730.00	0.00	0
goods	2026-07	1663	2	3844.00	3586.00	2
goods	2026-07	1668	1	4160.00	3600.00	1
goods	2026-07	1669	1	4010.00	3429.00	1
goods	2026-07	1694	1	340.00	297.00	1
goods	2026-07	1727	2	3540.00	3275.00	2
goods	2026-07	1728	1	1049.00	899.00	1
goods	2026-07	1730	1	1640.00	1630.00	1
goods	2026-07	1740	1	320.00	240.00	1
goods	2026-07	1742	5	3763.00	3223.00	5
goods	2026-07	1780	1	510.00	500.00	1
goods	2026-07	1796	1	310.00	240.00	1
goods	2026-07	1817	1	750.00	657.00	1
goods	2026-07	1835	1	790.00	702.00	1
goods	2026-07	1869	1	1210.00	1044.00	1
goods	2026-07	1884	1	3400.00	3200.00	1
goods	2026-07	1893	1	450.00	352.00	1
goods	2026-07	1898	1	310.00	270.00	1
goods	2026-07	1899	1	320.00	250.00	1
goods	2026-07	19085	1	575.00	440.00	1
goods	2026-07	19251	1	770.00	675.00	1
goods	2026-07	1966	1	1281.82	1020.82	1
goods	2026-07	1967	1	550.00	495.00	1
goods	2026-07	1975	2	1489.00	1313.00	2
goods	2026-07	1977	2	2578.00	2196.00	2
goods	2026-07	1991	1	1364.00	1190.00	1
goods	2026-07	1993	1	1070.00	950.00	1
goods	2026-07	1994	4	6890.00	5880.00	4
goods	2026-07	1999	1	2940.00	2610.00	1
goods	2026-07	2001	1	1670.00	1494.00	1
goods	2026-07	2007	5	6765.00	5961.00	5
goods	2026-07	2013	2	3099.00	2585.00	2
goods	2026-07	2021	2	759.00	665.00	2
goods	2026-07	2043	1	2110.00	1809.00	1
goods	2026-07	2044	1	2557.00	2275.00	1
goods	2026-07	2059	1	850.00	747.00	1
goods	2026-07	21024	1	510.00	450.00	1
goods	2026-07	21065	1	530.00	174.00	1
goods	2026-07	21069	1	579.00	494.00	1
goods	2026-07	2122	2	3160.00	2934.00	2
goods	2026-07	2124	1	1920.32	1885.16	1
goods	2026-07	2125	10	7527.73	6426.73	10
goods	2026-07	2127	4	2798.00	2261.00	4
goods	2026-07	2129	1	1230.00	1017.00	1
goods	2026-07	2130	1	1530.00	1520.00	1
goods	2026-07	2141	3	1470.00	1224.00	3
goods	2026-07	2145	1	1640.00	1280.00	1
